job_href|job_title|employer|city|salary|schedule|conditions|responsibilities|education|experience|requirements|placement|job_views_value|job_simple_dis_sec
https://joblab.ru/vac9260688.html|Программист 1С|"ООО ""ПроСервис"""|Коломна|По договоренности|Удаленная работа|Оформление по ТК (соцпакет), 5-дневная рабочая неделя (пн.-пт.), 8.00-17.00., Работа в офисе или удаленно., Испытательный срок 3 месяца, дополнительное обучение после испытательного срока., Работа в составе IT-отдела|Сопровождение и доработка конфигураций 1C: БП 3.0, ЗУП 3.1, УТ 11.4, КА 1.1, Обновление, синхронизация и выгрузка данных., Обучение пользователей|Высшее|От 1 года|Опыт разработки программного обеспечения., Наличие сертификатов 1С приветствуется.|18.10.2023 09:14:00|372|
https://joblab.ru/vac3534754.html|PHP программист (1С-Битрикс)|"ООО ""АСПЕКТ"""|Пушкино|от 80 000 руб.|Полный рабочий день|Сфера деятельности компании: разработка сайтов., Офис: г. Пушкино., График работы: пятидневная рабочая неделя., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Разработка и поддержка сайтов и магазинов на 1С-Битрикс.|Высшее|От 2 лет|"Опыт работы в аналогичной должности., Знание php, js+jquery, MySQL, API ""1С-Битрикс""., Опыт создания сложных сайтов., Сертификат разработчика ""1С-Битрикс"" как преимущество., Гражданство РФ."|18.10.2023 09:14:00|4464|
https://joblab.ru/vac4649217.html|Программист Delphi|"ООО ""АСПЕКТ"""|Москва|от 120 000 руб.|Полный рабочий день|Сфера деятельности компании: производство и поставки оборудования для тепличных комплексов., Место работы: Новая Москва, Калужское шоссе, д. Сосенки., График работы: 5/2, с 9.00 до 18.00., Оклад 120 000 рублей (белая, на руки + годовые премии)., Оформление согласно ТК РФ.|Разработка нового ПО., Рефакторинг и доработка существующего ПО., Анализ кода, поиск и исправление ошибок в существующем функционале.|Высшее|От 3 лет|Высшее образование, Опыт разработки нагруженных приложений на Delphi / MS SQL Server или любой другой СУБД от 3 лет., Опыт работы с компонентами VCL, TopGrid, DevExpress, ADO., Опыт работы с компонентами FMX, FireDAC, DataSnap, Indy будет плюсом., Опыт в создании, проектировании БД, хранимых процедур, триггеров, оптимизации запросов., Умение разбираться в чужом коде.|18.10.2023 09:14:00|3091|
https://joblab.ru/vac5626925.html|Инженер-программист АСУ|"ООО ""АСПЕКТ"""|Ступино|от 80 000 руб.|Полный рабочий день|Сфера деятельности: проектирование и производство оборудования., Офис: г. Ступино, р.п. Михнево., График работы: 5/2, с 9:00 до 18:00., Заработная плата: от 80 000 руб., Оформление согласно ТК РФ.|Программирование логических промышленных контроллеров (Шнайдер, Клик, Амрон и других производителей)., Отладка и ввод в эксплуатацию разработанной системы управления.|Высшее|От 1 года|Опыт работы на аналогичной должности., Высшее образование.|18.10.2023 09:14:00|3105|
https://joblab.ru/vac8142457.html|Программист MCU|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Разработка программного обеспечения для устройств работающих на базе микроконтроллеров.|Высшее|От 3 лет|Образование: высшее техническое., Подтвержденный опыт работы программистом в области приборостроения, радиоэлектроники, микроэлектроники от 3-5 лет., Знание C/С++., Знание и понимание объектно-ориентированной модели программирования., Уверенное знание STL., Опыт сетевого программирования, протоколы TCP/IP, UDP., Опыт разработки многопоточных приложений., Опыт работы с системами контроля версий (Git)., Знание иностранного языка (уровень): английский язык на уровне чтения технической литературы., Будет преимуществом:, Опыт разработки ПО под микроконтроллеры STM32 или аналогичных с ядром ARM., Опыт разработки ПО для встроенных систем с использованием RTOS, знание FreeRTOS., Знакомство с SPI, I2C, UART, RS232, RS488, PWM, DMA, DAC, ADC., Bootloader USB, HID устройство., Опыт применения шаблонов проектирования., Знакомство с современной цифровой схемотехникой.|18.10.2023 09:14:00|625|
https://joblab.ru/vac8142468.html|DSP-программист|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Проектирование программ первичной цифровой обработки сигналов (ЦОС)., Реализация и разработка программ ЦОС (обнаружение, демодуляция, цифровая фильтрация, банки фильтров анализа/синтеза) на DSP (TMS320C6xxx)., Реализация стандартов связи., Передача данных клиентам по каналам связи в т.ч. UART, Ethernet.|Высшее|От 3 лет|Высшее образование., Опыт разработки и реализации алгоритмов цифровой обработки сигналов (цифровая фильтрация, демодуляция, обнаружение) - не менее 1 года., Опыт разработки с использованием C++., Знание стека TCP/IP., Опыт разработки многопоточных приложений, в том числе в многопроцессорных системах., Опыт работы в MatLab., Опыт разработки для процессоров TMS320C6xxx., Умение работать с git., Опыт разработки на QT., Хорошее знание СВЧ оборудования., Знание иностранного языка (уровень): английский язык на уровне чтения технической литературы.|18.10.2023 09:14:00|590|
https://joblab.ru/vac8142484.html|Embedded Linux Developer|"ООО ""АСПЕКТ"""|Рязань|По договоренности|Полный рабочий день|Сфера деятельности: разработка, производство и поставка телекоммуникационного оборудования и информационно-управляющих систем., Офис: г. Рязань., График работы: пн. - пт., с 8 до 17 часов., Заработная плата: в зависимости от уровня кандидата., Оформление по ТК РФ.|Конфигурация и сборка ядра Linux, Модификация Device Tree под новые требования, Сборка и настройка U-Boot, Разработка драйверов ядра Linux, Добавление новой функциональности в драйверы ядра Linux, Разработка/отладка/тестирование прикладных программ под Linux, Документирование проектов.|Высшее|От 3 лет|Высшее образование, хорошее владение С/C++, понимание принципов работы Linux, опыт программирования и написания драйверов под Embedded Linux, владение системой контроля версий Git, опыт работы с Yocto или другой системой сборки, опыт работы с ARM SoC, знание принципов работы основной периферии: USB, I2C, UART, SPI, PWM, DMA и тд., Будет большим плюсом: опыт наботы с SoC Xilinx (Zynq, Zynq US+) или Intel (Cyclone V SoC, Arria V SoC) опыт работы в среде Petalinux., Будет плюсом: опыт программирования на МК опыт программирования на FPGA опыт разработки и реализации алгоритмов ЦОС (DSP) умение разбираться в схемотехнике умение пользоваться средствами измерения.|18.10.2023 09:14:00|552|
https://joblab.ru/vac10594770.html|IT специалист|"АНО ""Без преград"""|Коломна|от 60 000 руб.|Полный рабочий день|Оформление по ТК РФ|Обеспечение бесперебойной работы информационных систем компании., Знание, опыт администрирования и опыт работы:, Windows servers 2003, 2008, 2012, 2016, Linux servers Debian, Ubuntu, CentOS, систем виртуализации VMware, Proxmox, Docker, MS Hyper-V облачных AWS, MS Azure, Samba server, LAMP, Nginx, Zimbra, SoGo, NextCloud, Zabbix, OnlyOffice servers, CRM системы, серверов сетевой безопасности и защиты данных, сетевых технологий на уровне Cisco CCNA, CCNP, RouterOS уровня MTCNA, VoIP Asterick, FreePBX, Free Switch, PBX Panasonic., Visual Studio и Microsoft SQL Server, PostgreSQL, MySQL, CouchDB, языков PowerShell, bash, python и других скриптовых языков Windows и Linux, JavaScript, PHP, CSS, HTML, система контроля версий git, владение инструментами CI/CD (Jenkins, TeamCity), умение работать в багтреккинге Jira, знакомство с Confluence, внедрение современных средств DevOps, подключение, настройка и ремонт торгового оборудования, сборка, ремонт компьютеров, серверов, мониторов, сетевого оборудования, принтеров, МФУ, монтаж видеонаблюдения, СКУД, СКС., Консультирование, обучение и поддержка пользователей., Выполнение поручений руководства.|Высшее|От 5 лет|Высшее образование., Опыт работы от 5 лет по профилю IT ., Аналитические, коммуникативные навыки и навыки решения проблем.|18.10.2023 09:14:00|330|
https://joblab.ru/vac10627311.html|Программист 1С|"АНО ""Без преград"""|Коломна|от 100 000 руб.|Полный рабочий день|Оформление по ТК РФ|"Разработка в среде 1С 8.3, управляемые формы (тонкий клиент), Чтение ""чужого кода"", оптимизация алгоритмов и запросов, Работа с интеграционными моделями с использованием XML, JSON, CSV (http запросы, Adodb), Поддержка ИБ, администрирование (обновление не типовых конфигураций), Поддержка пользователей, консультация (инструкции, технические описания решений), Оценка временных затрат на задачи"|Высшее|От 3 лет|"Программирование в среде 1С 8.3, управляемые формы (тонкий клиент) (не менее 3-х лет), знание БСП (как преимущество), Профильное образование, Хорошее знание типовых механизмов ""Зарплата и управление персоналом"" 3.1 и ""Бухгалтерия предприятия"" 3.0., Опыт работы с нетиповыми конфигурациями (желательно)., Знания SQL, T-SQL (как преимущество)., Знание основ администрирования баз данных СУБД MS SQL, Знание бухгалтерского учета и расчета заработной платы, Опыт работы с интеграционными моделями: http запросы, аdodb, Хорошие знания администрирования сервера 1С, Техническая грамотность, самостоятельность и ответственность."|18.10.2023 09:14:00|198|
https://joblab.ru/vac2598687.html|Консультант по 1С (специалист по внедрению)|"ЗАО ""Коломна - Связь ТВ"""|Коломна|По договоренности|Полный рабочий день|Работа в надежной развивающейся компании., Доброжелательная рабочая атмосфера, сплоченный коллектив. , Оформление в соответствии с ТК РФ., Ежегодный оплачиваемый отпуск 28 дней., Пятидневная рабочая неделя, (пн.-пт. с 8:30 до 17:30., сб.-вс. выходной). , Окладно-сдельная оплата труда ежемесячная доплата за сертификаты 1С., Возможность обучения и сертификации 1С за счет организации перспективы профессионального развития., Работа в офисе с использованием средств удаленного подключения к персональному компьютеру Заказчика (при необходимости выезд к Заказчику).|"Обслуживание как внутрифирменных конфигураций, так и конфигураций клиентов с возможными выездами. , Обучение пользователей работе в системах ""1С"", корректному использованию программного обеспечения., Консультирование пользователей по вопросам бухгалтерского и налогового учета, а также по формированию регламентированной отчетности в конфигурациях 1С (БП, ЗУП, БГУ, ЗКГУ)., Поиск и устранение ошибок в бухгалтерском учете как удаленно, так и с выездом к Заказчику., Постановка задач программистам на доработку/разработку., Установка, настройка и обновление типовых конфигураций 1С., Повышение квалификации."|Высшее|От 3 лет|"Образование: высшее экономическое, бухгалтерское или техническое. , Опыт работы: бухгалтером/аудитором/консультантом/программистом в ""1С:Бухгалтерия предприятия"", ""1С:Зарплата и Управление персоналом"" (либо БГУ, ЗКГУ, УПП, КА, ERP) от 3-х лет., Обязательно: знание указанных программ., Желательно наличие сертификатов ""1С:Профессионал"", ""1С:Специалист"" или ""1С:Специалист-консультант"" по одной или нескольким конфигурациям., Приветствуются: начальные навыки программирования., Коммуникабельность, ответственность, стрессоустойчивость, исполнительность, неконфликтность. Высокий интерес к своей профессии и мотивация на постоянное повышение квалификации."|18.10.2023 09:14:00|727|
https://joblab.ru/vac3242390.html|Программист 1С|"ЗАО ""Коломна - Связь ТВ"""|Коломна|По договоренности|Полный рабочий день|Предприятие является фирмой-франчайзи 1С. Обслуживание как внутрифирменных конфигураций, так и конфигураций клиентов с выездами по г. Коломна и по юго-востоку МО. День нормированный, полное соблюдение ТК, вся зарплата белая, окладно-сдельная.|Установка, внедрение, сопровождение, доработка конфигураций под нужды клиентов. Желательно знание основ бухучета.|Высшее|От 1 года|"Наличие аттестата""1С:Специалист"" по платформе ""1С:Предприятие 8.3""."|18.10.2023 09:14:00|663|
https://joblab.ru/vac3454154.html|Сервис-инженер 1С|"ЗАО ""Коломна - Связь ТВ"""|Коломна|от 25 000 руб.|Полный рабочий день|Предприятие является фирмой-франчайзи 1С. Обслуживание как внутрифирменных конфигураций, так и (большая часть) клиентов с выездами по г. Коломна и по юго-востоку МО. День нормированный, полное соблюдение ТК, вся зарплата белая, окладно-сдельная., Возможность обучения от организации.|Установка на компьютер и первоначальная настройка программ 1С. , Подключение основных видов торгового оборудования., Подключение сервисов 1С., Доставка ИТС дисков, обновление типовых и измененных конфигураций. Администрирование БД 1С., Консультации клиентов по телефону., В перспективе - повышение уровня квалификации до программиста 1С или внедренца.|Высшее|Не требуется||18.10.2023 09:14:00|921|
https://joblab.ru/vac10268760.html|Системный администратор IT отдела|"ООО ""СЕРПРЕГИОНГАЗ"""|Серпухов|от 60 000 руб.|Полный рабочий день|Официальное трудоустройство, соблюдение ТК РФ, Заработная плата по результатам собеседования в зависимости от навыков и компетенций, Перспективы роста и развития в структуре компании.|анализ информационных потребностей структурных подразделений компании, решение вопросов по совершенствованию процесса хранения и обработки информации, контроль за работой компьютеров, устранение неисправностей, обобщение и анализ замечаний пользователей по результатам эксплуатации задач, инсталляция и настройка системного программного обеспечения, конфигурация программного обеспечения на рабочих станциях, создание и поддержание в актуальном состоянии пользовательских учетных записей, выявление ошибок пользователей и программного обеспечения, их устранение.|Среднее специальное|От 3 лет|Знать: , технологию механизированной обработки информации, методы классификации и кодирования информации, методы программирования, порядок оформления технической документации., Опыт работы от 3 лет|18.10.2023 09:14:00|852|
https://joblab.ru/vac11033756.html|Системный администратор (техник-монтажник)|"ООО ""Фитокосметик"""|Родники|от 60 000 руб.|Сменный график|Место работы: производственно-складской комплекс в д/п Родники, График работы: 22, с 8.00-20.00, Высокий уровень дохода, выплаты без задержек, премии по результатам работы|Замена картриджей, устранение мелких неисправностей офисной техники, Первичная настройка сети на новых рабочих местах (компьютерах, телефонах, камерах, принтерах), Работа в домене, Консультация сотрудников по работе с ПК (HelpDesk), Ведение IT документации (ITInvent), Отслеживание и своевременный заказ расходных материалов и периферии|Среднее|От 1 года|Опыт работы на Складских и Производственных площадках, Опыт работы системным администратором или помощником системного администратора от 3 лет, умение настроить устройство или установить windows 7/10/11/2012/2016/2019) (знание Unix (Ubuntu) - приветствуется, Опыт работы с IP телефонами (cisco, yealink), IP камерами (Beward, Polyvision, Hikvision), Сетевыми МФУ (Xerox, Brother, HP, Kyocera), Термо принтерами (Zebra и Godex), WiFi mikrotik, ТСД (MobileBase, Honeywell, Urovo) охранными системами Ajax, Опыт прокладки ЛВС|18.10.2023 09:13:00|63|
https://joblab.ru/vac10548334.html|Слесарь по КИПиА|"ЗАО ""Матвеевское"""|Одинцово|По договоренности|Полный рабочий день|Полный рабочий день с 08-00 до 17-00, Корпоративный транспорт от ст. ж/д Одинцово, Возможно предоставление общежития|Обеспечивать исправное состояние, безаварийную и надежную работу обслуживаемых устройств, оборудования КИПиА, правильную их эксплуатацию, своевременный качественный ремонт., Изучать условия работы устройств, выявлять причины преждевременного износа., Ведение технической документации.|Высшее|От 3 лет|Высшее технической образование, Желательно опыт работы на тепличном комбинате нового образца|18.10.2023 09:13:00|226|
https://joblab.ru/vac10210051.html|Программист-консультант 1С|"ООО ""Москворечье Трейдинг"""|Москва|По договоренности|Удаленная работа|Место работы: м. Шоссе Энтузиастов (7 мин. пешком), Оформление в соответствии с ТК РФ, График работы 5/2, Возможность работать дистанционно, Бесплатное питание при работе в офисе|"Внесение изменений в программный код информационных систем на платформе 1С (управляемые и неуправляемые формы), преимущественно устранение выявленных программных ошибок (качественное устранение, а не ""заплатка тяп-ляп""), Экспертное консультирование пользователей и сотрудников 2 линии поддержки по работе в 1С УТ 10.3, УТ 11.2, БИТ МДМ (закупки, продажи, склад), Устранение расхождений в данных при обменах между информационными системами, Управление номенклатурой и поставщиками в системе БИТ МДМ, Написание мини-инструкций для пользователей, Участие в поиске технических и архитектурных решений при проектировании или устранении ошибок функционала систем на платформе 1С, Поиск узких мест и оптимизация программного кода систем на платформе 1С, Обновление информационных систем."|Высшее|От 2 лет|Высшее техническое образование, Опыт работы в должности программиста-консультанта 1С от 2-х лет, Умение быстро читать и разбираться в чужом коде, Базовые знания основного стека WEB-технологий (обмен данными с системами не на платформе 1С).|18.10.2023 09:12:00|1170|
https://joblab.ru/vac10663799.html|Специалист интернет проектов (не удаленка)|"АО ""Делфин Груп"""|Пушкино|По договоренности|Полный рабочий день|График 5/2 с 09-00 до 18-00, Оформление по ТК РФ, Своевременная выплата з/п (2 раза в месяц), Корпоративный транспорт из Пушкино, Ивантеевка, Красноармейск, Социальная поддержка семей с детьми.|Поиск и регистрация доменных имен (для сайтов Компании), Написание тех. заданий для создания сайтов (дизайн, наполнение, функционал), Поиск и постановка задач дизайнерам сайтов, верстальщикам - за умеренную цену, Администрирование и продвижение сайтов, Поддержание сайтов в рабочем состоянии, Постановка задач, связанных с работой сайтов, серверов, связь с программистом, Работа с общей корпоративной почтой, Помощь всем отделам компании в создании презентаций, Удаленное сотрудничество невозможно!!!|Среднее специальное|От 3 лет|Опыт работы обязателен!|18.10.2023 09:11:00|277|
