|job_source|employer|job_title|job_simple_dis|job_views_value|job_placement_data|job_requirements|job_task|job_conditions|job_city|job_salary|job_employment
44|https://vc.ru/s/metalamp-31008/844411-redaktor-kopirayter|MetaLamp|Редактор, копирайтер|Мы — команда из 60+ разработчиков. Создаем Web 3.0 с помощью блокчейн-технологий.|1164|20.09.2023 09:26:06 (Europe/Moscow)|Развитый навык написания текстов: мы хотим нести наш опыт через грамотные и логично структурированные тексты, после прочтения которых у читателя остаётся смысл, что мы и закладывали.,Опыт написания текстовых материалов (опыт в написании текстов для ИТ-сферы или в web3-/блокчейн-/криптотематике будет плюсом) и наличие портфолио (обязательно).,Уровень английского B2–C1: мы пишем материалы и на русском и на английском, но даже при работе с русскоязычными статьями иногда приходится читать англоязычные источники или общаться с англоговорящими экспертами.,Инициативность и общительность, способность самостоятельно начать диалог с экспертами и командой для того, чтобы на выходе получить крутой материал.|Писать текстовые материалы разного формата на различные темы из мира web3 и блокчейн (лонгриды, новостные статьи, ликбезы).,Автономно работать над статьей: от составления структуры до написания вопросов для экспертов и интервью с ними.|Работа по договору: самозанятость или ИП.,Загруженность по статьям обсуждается отдельно, исходя из ваших возможностей и времени.|Город не указан|Зарплата по договорённости|Частичная занятость
45|https://vc.ru/s/level-one-21891/842875-hr-direktor-v-obrazovatelnyy-proekt|Level One|HR-директор в образовательный проект|Мы делаем курсы и другие образовательные продукты по разным темам за пределами работы — от истории и психологии до кино и устройства мира.|887|19.09.2023 09:27:04 (Europe/Moscow)|Умение разбираться в людях. Вы понимаете, что идеальных людей не бывает, но тем интереснее вам с ними работать. Вам должно быть важно понять соискателя или коллегу и найти оптимальное решение для него и для проекта — нанять или отказать, помочь с планом карьерного развития или уволить.,Готовность много, очень много общаться. Несколько собеседований в день и сотни переписок в Telegram (а еще в почте, на hh и даже «ВКонтакте») точно не должны быть для вас проблемой. Работа HRD в Level One не состоит из непрерывного общения, но иногда такие периоды бывают — и вам должно быть комфортно с ними справляться. В идеале вы также должны уметь вдохновлять других тем, что вдохновляет вас самих.,Самоорганизация, гибкость и работа на результат. У вас будет большая база знаний и поддержка команды, но в работе с людьми постоянно что-то идет не по плану. Важно, чтобы вы умели приоритизировать, искать решения, быстро предлагать работающие (а не идеальные, но через неделю) варианты и доводить все до результата.,Мы ищем человека, который хорошо разбирается в людях — видит потенциал и умеет об этом разговаривать. Опыт работы именно как HRD не так важен — мы открыты к общению с теми, кто работает с людьми в других сферах, но мечтает об HR.|Закрывать вакансии. В ближайшее время вас будет ждать большая волна найма, но в среднем в работе обычно есть 1–2 актуальные вакансии. Кроме того, HRD участвует в поиске и найме новых лекторов.,Создавать и улучшать имеющиеся онбординги для разных позиций.,Развивать свою HR-команду и подключать других членов команды к найму и разным HR-задачам.,Поддерживать корпоративную культуру и доносить изменения до команды.,Повышать эффективность работы сотрудников. Через ревью, системы мотивации, систему 101, подведение итогов, опросы, внедрение разных инструментов продуктивности и пр.,Устраивать вечеринки, поздравлять сотрудников и лекторов. Это мы делаем всей командой, но финально за задачу отвечает эйчар.|Поддержка текущего эйчара на этапе онбординга и дальше, а также всей команды.,Доброжелательная атмосфера и действительно прекрасная команда.,Настроенные основные процессы, работа напрямую с СЕО, Анастасией Погожевой, высокая автономность в процессах и большая свобода в принятии решений.,Работа в EdTech-компании, продуктами которой ежемесячно пользуются десятки тысяч человек.,Доступ ко всем образовательным продуктам — десятки курсов, сотни вебинаров и уроков по подписке, практикумы и тренажеры.,Полная удаленка и гибкий график.,Гонорар обсудим на собеседовании — будет зависеть от вашего опыта и навыков. Платим в рынке.|Город не указан|Зарплата по договорённости|Занятость не указана
46|https://vc.ru/s/earnpark-89549/841973-fullstack-engineer-middle-senior|EarnPark|Fullstack Engineer (Middle, Senior)|Инвестиционная криптоплатформа. FinTech-компания. Be part of the financial evolution.|964|18.09.2023 13:13:48 (Europe/Moscow)|Frontend-стек: TS, React, NextJS, Mobx.,Backend-стек: TS, NestJS, TypeORM, SQL-подобные БД.,Опыт работы c AWS, Event-driven архитектурой.,Опыт написания микросервисов, понимание микросервисной архитектуры.,Будет плюсом понимание принципов CI/CD.,Будет плюсом опыт работы в FinTech.,Опыт работы в крипто-продуктах, понимание blockchain-ландшафта (для Senior-позиции).|Проектирование и разработка модулей микросервисов на NestJS + TypeORM.,Создание пользовательских интерфейсов с использованием, React, MobX и NextJS.,Примеры задач:,Интеграция с сервисом получения курсов криптовалют, автоматизация запроса курсов по расписанию, обработка рейтлимитов, сохранение в БД;,Список транзакций пользователя с сортировкой и фильтрацией по нескольким полям. Клиентская и серверная часть. Трансформация запроса в запрос к БД;,Подготовка ежедневного отчета по состоянию балансов пользователей платформы и отправка его в мессенджер;,Веб-туториал по платформе с пошаговым объяснением механизмов и анимацией.|Remote first. Flexible time off. Ты сам определяешь свой график работы, главное — результат. Ценим асинхронное общение, для нас важна готовность самостоятельно разбираться в сложном и непонятном, качественная постановка задач, умение задавать четкие вопросы со ссылками на контекст, аккуратное представление результатов.,Прозрачные процессы работы. Еженедельные спринты для всех команд.,Competitive зарплата по результатам собеседования (в долларах). Рост и плюшки — по мере роста вашей ценности для компании.,Опцион — доля в компании.,Высокая скорость работы. Лучшее из атмосферы стартапа. Никакой политики и бюрократии.,Повышенная годовая ставка на инвестиции. Доступный только членам нашей команды способ нарастить wealth за несколько лет. Обучение принципам инвестирования.,Опыт на международном рынке труда. Неограниченный рост и возможность развиваться. Культура, в которой люди сами принимают решения и несут за них ответственность.,Основные инструменты коммуникации в команде — Telegram/Slack, ClickUP и Zoom.,Мы стремимся поддерживать здоровую культуру роста и помогаем друг другу и очень любим свое дело.|Город не указан|от 300 000 ₽|Занятость не указана
47|https://vc.ru/s/komita-59041/838570-java-razrabotchik|Комита|Java-разработчик|АО «Комита» является одним из первых в России разработчиков ПО для защищенного документооборота и успешно ведёт свою деятельность более 30 лет.|911|15.09.2023 16:00:29 (Europe/Moscow)|Отличное знание Java 8 и выше, паттернов проектирования и многопоточности.,Опыт работы с Maven, Gradle, Git, CI/CD.,Опыт работы с ORM (hibernate/Spring Data), JAXB, MQ.,Знание SQL на уровне написания запросов среднего уровня сложности.|Знание J2EE, Spring.,Умение уверенно пользоваться технологиями: JAX-RS, JPA, EJB.,Понимание современных практик и подходов к реализации высоконагруженных систем и параллельных вычислений.|Участвовать в разработке программных продуктов компании.,Дорабатывать и модифицировать существующие модули систем.|Город не указан|Зарплата по договорённости|Занятость не указана
48|https://vc.ru/s/adindex-96704/837139-menedzher-po-prodazham|AdIndex|Менеджер по продажам|Информационное отраслевое издание о рынке рекламы и маркетинга в России. Новости, интервью с ведущими специалистами, отраслевые рейтинги, статьи.|765|14.09.2023 13:00:29 (Europe/Moscow)|Опыт работы в корпоративных продажах от года в сегменте b2b (будет являться большим плюсом).,Умение проводить презентации и переговоры на уровне первых лиц крупнейших компаний.,Желание развиваться в продажах b2b и зарабатывать деньги.,Ведение более 20 клиентов одновременно.,Способность донести ценность продукта клиенту.,Умение выявлять задачи и потребности, задавать вопросы и проявлять заботу о клиенте.,Целеустремленность, проактивность, коммуникабельность, грамотная письменная и устная речь, пунктуальность, настойчивость, оптимизм, обучаемость.|Активный поиск и привлечение новых клиентов (холодные звонки, выход на ЛПР).,Ведение переговоров на уровне владельца бизнеса, генерального директора по маркетингу, руководителей направлений и тому подобное.,Проведение встреч, выявление потребностей, работа с возражениями.,Сопровождение клиентов на всех этапах.,Участие в разработке новых продуктов.,Составление презентаций для клиентов.,Выполнение ежемесячного индивидуального плана.,Работа с дебиторской задолженностью.,Участие в профильных мероприятия.|Оформление по ТК РФ.,График работы: 10:00–19:00.,Заработная плата: оклад + % с продаж.,Бесплатное посещение профильных мероприятий и конференций рекламного рынка.,Дружный молодой коллектив.|Москва|от 90 000                    до 220 000 ₽|Работа в офисе
49|https://vc.ru/s/siberia-24185/835792-head-of-smm|Siberia|Head of SMM|Культурный проект. Это инновационный бизнес с амбициями, которые выходят далеко за прибыль. Мы — сеть премиальных банных комплексов.|855|13.09.2023 16:27:28 (Europe/Moscow)|Руководство командой: опыт управления командой более чем из 5 человек. Помимо этого, тебе нужно понимать, как правильно распределять задачи и следить за их выполнением.,Понимание трендов: ты должен следить за тем, что происходит в мире социальных медиа, но при этом уметь отличать важное от неважного.,Самостоятельность: мы ищем специалиста, который готов взять на себя ответственность и доводить задачи до успешного завершения.,Многозадачность: у тебя есть быть опыт работы над несколькими проектами одновременно. У нас их 4, так что умение организовывать выполнение всех задач крайне важно.,Работа с люксовыми продуктами: если есть опыт работы с высококлассными продуктами или брендами - это будет большим плюсом.,Портфолио: наличие кейсов и примеров успешной работы.,Знание английского: камон, на улице 2023. Без языка никак, один из наших проектов в Дубае!|Разработка стратегий: твоя задача будет заключаться в создании стратегий для аккаунтов в Instagram* и других социальных сетях.,Управление проектами: у нас есть 4 проекта, каждый из которых находится на разных этапах развития. Вам предстоит следить за всеми процессами работы над ними: постановка задач, формулирование технических заданий, управление сроками, продвижение и модерация.,Управление контентом: ты будешь отвечать за контент на наших страницах в социальных медиа. Это включает в себя создание и публикацию постов, историй, оформление профилей и создание рекламных объявлений.,Использование инструментов продвижения: ты будешь оценивать эффективность различных инструментов и механик для продвижения и использовать наиболее подходящие из них, а еще предлагать новые методы и инструменты для улучшения результатов.|Работа в крутой креативной команде профессионалов.,Опен-спейс в центре Москвы со своим барбером и баром.,Возможность роста в должности и зарплате, так как мы выходим на международный рынок.,Все выплаты вовремя, ничего не задерживаем.,Официальное трудоустройство.,Опыт в нестандартном проекте и глубокое погружение в продукт (сводим в нашу баню).|Москва|от 120 000                    до 150 000 ₽|Работа в офисе
50|https://vc.ru/s/esprezo-94337/742553-scenarist-redaktor|esprezo.|Сценарист-редактор|Коммуникационное агентство и образовательная компания.|3138|13.09.2023 10:47:38 (Europe/Moscow)|Ты не новичок — ищем специалиста Senior-уровня.,Если ты не узкий специалист-копирайтер и в работе не ограничиваешься текстом: разбираешься в вёрстке и заранее продумываешь, как текст будет смотреться на слайде, сайте или вместе с иллюстрациями, подписями и фактоидами.,Ты самостоятелен. Если видишь, что можно улучшить продукт, подсказать дизайнерам идею или взять на себя сложную задачу — не молчишь и предлагаешь помощь.|Технически: создавать продукты для наших клиентов и много писать. Вот что мы делаем:,Презентации для чтения и для выступлений топ-менеджеров компаний;,Анимационные и съёмочные ролики;,Сайты: большие многостраничники и лендинги;,Интерактивные курсы для крупных компаний;,Айдентику и комплексный брендинг;,Лонгриды и короткие форматы;,Что угодно: рассылки, веб-игры, инфографики, спецпроекты и так далее;,Сценарист в esprezo — не узкопрофильный специалист, а триатлет в мире редактуры.,На деле — быть специалистом, который в проекте отвечает за смысл:,Интервьюировать клиентов;,Линейных и топ-менеджеров компаний из всех индустрий;,Формулировать понимание результата (задачи) и докапываться до сути вместе с клиентом, чтобы предлагать лучшее решение;,Собирать и анализировать информацию, которая поможет создавать тексты, сценарии и прототипы;,Разрабатывать концепцию коммуникаций;,Какой будет структура сайта или презентации, в какой тональности написан текст, какие метафоры и примеры.|Ищем опытного и самостоятельного специалиста в мире редактуры — того, кто умеет и хочет работать с разными продуктами и форматами. Ищем в штат и на проектную работу.,Мы 10 лет на рынке и работаем с крупными клиентами — ВК, «Сбер», «Ростелеком», X5, Roche, Eriell, Tele2, «Сибур», AstraZeneca, «Вэб Инжиниринг» и так далее. Проекты большие, сложные, разные, интересные и штучные, каждый прокачивает все навыки разом — креатив, редактуру, вёрстку, общение с клиентом, тайм-менеджмент, насмотренность в дизайне. Можно вырасти в старшего сценариста, сценарного директора и полноценного консультанта по коммуникациям, который говорит с бизнес-заказчиками на одном языке.,У нас отстроены процессы и есть менеджеры проекта. Мы работаем командой и помогаем друг другу — это правило и одна из ценностей компании. В компании здоровая взрослая культура компании. У нас нет бюрократии, общаются экологично и не дают в обиду. esprezo — кайф ;)|Город не указан|Зарплата по договорённости|Занятость не указана
51|https://vc.ru/sber/832268-biznes-analitik-project-manager-na-novyy-proekt-samozanyatye|Сбер|Бизнес-аналитик, Project Manager на новый проект «Самозанятые»|Об инновациях и командах, которые создают их для 107 млн клиентов|923|12.09.2023 14:08:43 (Europe/Moscow)|Высшее техническое/экономическое образование.,Опыт запуска отраслевых продуктов.,Навыки проведения различных видов исследований, в том числе полностью самостоятельно.,Умение принимать бизнес-решения на основе метрик.,Навыки описания процессов.,Успешный опыт составления CJM.,Опыт формирования бизнес-требований.,Навыки ведения переговоров.|Проведение исследований (рынок, пользовательский опыт, конкуренты).,Формирование детального портрета отраслей и жизненного пути представителя отрасли.,Подбор и разработка прототипов продуктов, закрывающих потребности.,Ведение переговоров с внешними поставщиками продуктов.,Разработка бизнес-требований для продуктовых команд.,Формирование заказа на аналитику по продукту.|Комфортный современный офис со спортзалом рядом с метро «Кутузовская».,Cтабильный оклад и социальная поддержка сотрудников.,Расширенный ДМС с первого дня и льготное страхование для близких.,Регулярное корпоративное и внешнее обучение.,Бесплатная подписка «СберПрайм+» и скидки на продукты компаний-партнёров.,Ипотека для сотрудников выгоднее до 4%.,Корпоративная пенсионная программа.|Москва|Зарплата по договорённости|Работа в офисе
52|https://vc.ru/sber/833064-sinhronnyy-perevodchik-kitayskiy-yazyk|Сбер|Синхронный переводчик (китайский язык)|Об инновациях и командах, которые создают их для 107 млн клиентов|474|12.09.2023 14:07:48 (Europe/Moscow)|Лингвистическое образование, по специализации «Лингвистика», «Перевод», «Межкультурная коммуникация» со следующими языками: китайский (обязательно), английский (желательно), арабский (желательно).,Уровень владения китайским языком на уровне С1–С2.,Более 3 лет синхронного и письменного перевода в языковой паре китайский-русский в обе стороны.,Не менее 2 лет выполнение переводов для топ-менеджмента компаний на международных форумах, в крупных международных проектах.,Желателен опыт работы в банковской/финансовой сфере и/или ИТ.|Синхронный и письменный перевод в языковой паре «китайский — русский» (в обе стороны) по банковской, ИТ и смежной тематикам.,Управление качеством письменных переводов.,Взаимодействие с командой синхронистов в рамках лингвистического сопровождения международных форумов (в том числе работа на/с реле).,Знание и умение пользоваться специальными программными продуктами: MS Office, САТ.|Позиция в штате компании на постоянный трудовой договор.,Возможны командировки.,Комфортный современный офис со спортзалом рядом с метро «Кутузовская».,Cтабильный оклад и социальная поддержка сотрудников.,Расширенный ДМС с первого дня и льготное страхование для близких.,Регулярное корпоративное и внешнее обучение.,Ипотека для сотрудников выгоднее до 4%.,Бесплатная подписка «СберПрайм+» и скидки на продукты компаний-партнёров.,Корпоративная пенсионная программа.|Москва|Зарплата по договорённости|Работа в офисе
53|https://vc.ru/sber/833114-rukovoditel-yuridicheskogo-napravleniya-srochnye-rynki|Сбер|Руководитель юридического направления (срочные рынки)|Об инновациях и командах, которые создают их для 107 млн клиентов|135|12.09.2023 13:59:31 (Europe/Moscow)|Высшее юридическое образование (диплом МГУ, МГЮА, МГИМО, ВШЭ) и опыт работы по кредитным сделкам будет преимуществом.,Опыт профильной работы в российском/иностранном финансовом институте (банке или профессиональном участнике рынка ценных бумаг) или в консалтинге не менее 8 лет.,Знание английского языка на уровне не ниже upper-intermediate (B2).,Опыт работы со cтандартной документацией для срочных сделок на финансовых рынках (так называемой R-ISDA), документацией ISDA, сделкам РЕПО НФА и GMRA, опыт в подготовке/комментировании генеральных соглашений/ISDA MA/GMRA/подтверждений по сделкам с различными видами базового актива.,Знание гражданского законодательства, валютного регулирования, законодательства о банках и о рынке ценных бумаг.|Наличие аттестата специалиста на рынке ценных бумаг 1.0 будет преимуществом.|Работать с договорной документацией по сделкам на срочном рынке (составление/рассмотрение/комментирование генеральных соглашений/ISDA MA/GMRA/подтверждений по сделкам с различными видами базового актива, обеспечительной документацией).,Формировать юридическую позицию по вопросам сделок/проектов/продуктов при их рассмотрении на рабочих группах или комитетах.,Участвовать в структурировании новых продуктов компании.,Сопровождать новые и поддерживать существующие продукты компании на срочном рынке и рынке РЕПО.,Сопровождать вывод продуктов в электронные каналы обслуживания, практики использования удаленной идентификации/авторизации пользователей, алгоритмизации торговли/обработки торговых поручений клиентов.,Готовить паспорт продукта в части правового регулирования и правовые заключения.,Анализировать правовые риски и проводить консультации.,Сопровождать нестандартные структурные сделки.,Сопровождать методологическую работу по производным финансовым инструментам, включая работу по проектам внутренних нормативных документов.,Взаимодействовать с внешними правовыми консультантами.|Москва|Зарплата по договорённости|Работа в офисе
54|https://vc.ru/sber/833137-rukovoditel-proektov-yurist-po-sdelkam-m-a|Сбер|Руководитель проектов (юрист по сделкам M&A)|Об инновациях и командах, которые создают их для 107 млн клиентов|188|12.09.2023 13:54:50 (Europe/Moscow)|Высшее юридическое образование.,Опыт работы на релевантной должности от 5 лет.,Опыт работы по сделкам M&A от 2 лет.,Опыт организации представления интересов банка/инвестора в судах и плана ведения претензионно-исковой работы в части существенных для реализации сделки судебных процессов.,Опыт координации работы внутренних юридических десков, юридической службы клиента.|Осуществлять комплексное ведение проектов по сделкам с нестандартным риском.,Организовывать приобретение долей, акций предприятий (сделки M&A), самостоятельная подготовка и согласование сторонами ключевых документов по сделкам.,Проводить юридический анализ приобретаемой компании.,Проводить анализ опционных соглашений, предварительных договоров, договоров доверительного управления, агентских договоров.,Проводить анализ судебных споров в отношении акций/долей, имущества компании и условий существенных хозяйственных договоров.,Минимизировать риски структуры сделки.,Подготовка и согласование корпоративных договоров.,Взаимодействовать с консультантами по вопросам организации юридического due diligence.,Координация работы внутренних юридических десков, юридической службы клиента.,Организация и сопровождение представления интересов Банка/Инвестора в судах и плана ведения претензионно-исковой работы в части существенных для реализации сделки судебных процессов.|Комфортный современный офис со спортзалом рядом с метро «Кутузовская».,Cтабильный оклад и социальная поддержка сотрудников.,Расширенный ДМС с первого дня и льготное страхование для близких.,Регулярное корпоративное и внешнее обучение.,Бесплатная подписка «СберПрайм+» и скидки на продукты компаний-партнёров.,Ипотека для сотрудников выгоднее до 4%.,Корпоративная пенсионная программа.|Москва|Зарплата по договорённости|Работа в офисе
55|https://vc.ru/sber/833148-finansovyy-partner-islamskiy-banking|Сбер|Финансовый партнер (исламский банкинг)|Об инновациях и командах, которые создают их для 107 млн клиентов|500|12.09.2023 13:53:30 (Europe/Moscow)|Знание основ «Исламского банкинга» и Федерального закона №417-ФЗ.,Знание стандартов учета МСФО/РСБУ.,Знание ВНД банка касательно правил финансового/бухгалтерского учета, мировые практики, нормы и требования ЦБ.|Навыки работы с управленческими кубами/настройки DB/аналитики данных.|Разработка концепции управленческого обособленного учета направления «Исламское финансирование» по всем операционным процессам. И дальнейшее совершенствование учета.,Разработка систем учета и фондирования активов/пассивов, для реализуемых продуктов исламского финансирования с учетом российского законодательства и требований норм стандартов исламского финансирования.,Организация кросс-функционального, кросс-блочного и кросс-канального взаимодействия по вопросам обособленного (продуктового, управленческого) учета.,Обеспечение учета и возможности раскрытия в отчетности (в том числе, но не исключительно): 1. объема средств, мобилизованных в соответствии с правилами и принципами шариата, и активов, финансируемых за счет этих средств; 2. доходов и расходов (включая резервы), связанных с исламскими финансовыми услугами, предлагаемых банком; 3. информацию об активах и обязательствах, связанных с исламскими финансовыми услугами, которые не соответствуют стандартам, выпущенным AAOIFI, и не указаны в нем.,Обеспечение прохождения ежегодного аудита ведения деятельности перед уполномоченными органами, в том числе подготовка необходимых документов, сопровождение процесса, оценка результатов, корректировка учета.,Определение методологических подходов к оценке операционных потерь и операционной эффективности по продуктовым процессам.|Москва|Зарплата по договорённости|Работа в офисе
56|https://vc.ru/s/lesta-games-12976/831833-affiliate-marketing-manager|Lesta Games|Affiliate & Marketing Manager|Компания-разработчик игр «Мир кораблей», «Мир танков» и Tanks Blitz.|645|11.09.2023 14:13:11 (Europe/Moscow)|Активный интерес к игровой индустрии.,Релевантный опыт работы в сфере digital-маркетинга, affiliate-маркетинга.,Знание основных игроков на СНГ-рынке — сети и веб-мастера.,Опыт работы с инструментом Alanbase или аналогами, опыт работы с Fraudscore или аналогами.,Понимание фрода/мотивированного трафика, способов их поиска и анализа.|Активное участие в разработке маркетинг-планов и креативных идей для продвижения игры «Мир кораблей».,Поиск новых партнеров и вебмастеров для работы по CPA-модели, активная работа с текущими и их мотивация.,Модерация и оптимизация партнеров в системе Alanbase, контроль качества трафика, проверка на фрод.,Регулярное обновление ассетов для партнеров — лендинги, баннеры, креативы.,Документооборот (счета, акты, договора).,Постоянное тестирование новых каналов и направлений, не ограничиваясь CPA-закупками.,Ведение внутренней базы знаний отдела.|Работа в аккредитованной ИТ-компании.,Расширенный полис ДМС.,Доплаты по больничным листам до 30 дней в году.,Тренажерный зал и душевые в офисе.,Компенсация спорта.,Компенсация питания.,Work-life balance: приходим в офис с 9 до 10, уходим с 18 до 19.,Релокация в Санкт-Петербург|Санкт-Петербург|Зарплата по договорённости|Работа в офисе
57|https://vc.ru/skillbox/817454-prodyuser-obrazovatelnyh-kursov-analiz-dannyh|Skillbox|Продюсер образовательных курсов («Анализ данных»)|Онлайн-образование от главных экспертов рынка, актуальные подходы к обучению, работа над реальными проектами, стажировки и трудоустройство в крупнейшие компании|701|11.09.2023 10:10:29 (Europe/Moscow)|Умение создавать проекты с нуля на готовой инфраструктуре.,Способность быстро вникать в особенности новых продуктов.,Умение слушать и объяснять. Предстоит много общаться с разными людьми: дизайнерами, разработчиками, методистами, руководителями отделов, спикерами и различными преподавателями.,Внимание к деталям, но с умеренным перфекционизмом — двигаться нужно быстро.,Навыки эффективной организации процесса проектных работ, подсчета стоимости производства и составления проектных таймингов.,Умение выстраивать взаимоотношения с клиентом, готовность к командной работе, стремление к сотрудничеству.,Понимание индустрии: нужно знать лидеров рынка, разбираться в стеках, следить за трендами и ориентироваться в изменениях.|Создавать учебные курсы по одному из направлений.,Планировать и распределять ресурсы.,Привлекать топовых экспертов рынка (спикеров) и записывать с ними видеолекции.,Совместно с методистами описывать программы курсов.,Участвовать в video-production, организовывать съемки, продумывать концепции совместно с режиссером и участвовать в редактировании отснятого материала.,Контролировать запуск маркетинговых активностей совместно с performance-маркетологами.,Готовить документы (договоры, счета и чеки, регламенты и так далее).,Обрабатывать обратную связь отдела продаж и службы заботы о клиентах.,Вносить улучшения в курсы на основе отзывов наших студентов.|Крутые креативные проекты: результаты твоей работы увидят сотни тысяч людей.,Карьерное развитие: большая команда профессионалов, возможности роста и специализации.,Гибкий график рабочего дня: можно работать тогда, когда это эффективнее всего.,Оборудование: предоставляем всё необходимое.,Честная зарплата: официально и стабильно, 100% в белую.,Забота о здоровье: социальный пакет и расширенная программа ДМС после испытательного срока.,Обучение: бесплатный доступ ко всем курсам Skillbox.,Бонусы от партнёров: корпоративные скидки от партнеров на спорт, путешествия, одежду и изучение английского языка.|Город не указан|Зарплата по договорённости|Занятость не указана
